log_id,qr_id,authorization_id,guest_id,guest_name,unit_id,unit_number,frontdesk_id,frontdesk_name,action_type,scanned_at,result_status,has_authorization_form,has_luggage,luggage_count,luggage_desc,companions_count,vehicle_plate_no,remarks
606,128,5975,2952,Nina Sy,9226,05E,301,Maria Santos,CHECK_IN,2025-03-12 0:24:00,EXPIRED,TRUE,TRUE,3,3 boxs,0,,Authorization expired
607,226,6170,2402,Kevin Torres,9264,05B,302,Carlos Mendoza,CHECK_OUT,2025-03-03 11:46:00,VALID,TRUE,FALSE,0,,3,,ID verified at desk
608,184,5947,3065,Bea Chua,9137,25B,303,Rica Lopez,CHECK_IN,2025-03-04 15:18:00,VALID,FALSE,TRUE,4,4 duffel bags,2,AEU-0326,No printed authorization form
609,102,6172,2985,Angelo Ramos,9097,21E,304,Daniel Ramos,CHECK_IN,2025-03-06 5:19:00,VALID,TRUE,TRUE,3,3 duffel bags,0,KFI-5787,No luggage
610,187,6064,2539,Mark Ramos,9219,21A,305,Jasmine Cruz,CHECK_IN,2025-03-06 12:02:00,REVOKED,FALSE,TRUE,3,3 large suitcases,0,NRC-8268,Access revoked by admin
611,149,5291,2455,Juan Cruz,9182,17E,302,Carlos Mendoza,CHECK_IN,2025-03-13 9:45:00,VALID,FALSE,TRUE,2,2 duffel bags,0,LFD-2932,Vehicle info recorded
612,151,5571,2101,Rafael Mendoza,9200,17D,304,Daniel Ramos,CHECK_IN,2025-03-04 10:20:00,VALID,TRUE,TRUE,3,3 large suitcases,0,CBY-6227,With companions
613,162,5802,2327,Nina Navarro,9100,08C,301,Maria Santos,CHECK_IN,2025-03-07 14:51:00,VALID,TRUE,FALSE,0,,0,GOE-4501,ID verified at desk
614,234,5211,2965,Miguel Garcia,9153,04E,305,Jasmine Cruz,CHECK_IN,2025-03-02 22:26:00,EXPIRED,TRUE,FALSE,0,,0,BMI-1769,Authorization expired
615,143,5998,2597,Miguel Aquino,9053,03F,305,Jasmine Cruz,CHECK_OUT,2025-03-09 14:00:00,VALID,FALSE,TRUE,4,4 laptop bags,1,IXX-4485,Vehicle info recorded
616,164,5731,2171,Juan Gomez,9249,08E,304,Daniel Ramos,CHECK_IN,2025-03-11 4:53:00,VALID,TRUE,FALSE,0,,0,SMT-8609,No luggage
617,125,6179,2195,Liza Torres,9185,19F,305,Jasmine Cruz,CHECK_IN,2025-03-10 7:02:00,VALID,TRUE,FALSE,0,,0,QBM-6039,With companions
618,106,5674,2203,Mae Flores,9015,24D,303,Rica Lopez,CHECK_IN,2025-03-09 3:53:00,VALID,FALSE,TRUE,1,1 backpack,0,IYZ-2388,No printed authorization form
619,202,5714,2353,Angelo Lim,9171,12E,305,Jasmine Cruz,CHECK_OUT,2025-03-06 12:17:00,VALID,TRUE,FALSE,0,,4,PUF-6347,No printed authorization form
620,186,5897,2741,John Bautista,9166,01A,302,Carlos Mendoza,CHECK_IN,2025-03-12 20:24:00,VALID,TRUE,FALSE,0,,0,WCG-1196,ID verified at desk
621,137,5697,3092,Jasmine Navarro,9069,13A,303,Rica Lopez,CHECK_OUT,2025-03-03 4:53:00,VALID,TRUE,FALSE,0,,2,IAP-3333,Manual review required
622,155,5298,2026,Mae Torres,9011,20D,304,Daniel Ramos,CHECK_IN,2025-03-13 21:02:00,NOT_FOUND,TRUE,TRUE,4,4 duffel bags,0,MXI-5465,QR not recognized
623,193,5481,2656,Gab Ramos,9040,23B,303,Rica Lopez,CHECK_OUT,2025-03-06 22:50:00,VALID,TRUE,TRUE,4,4 boxs,2,WWU-8374,Smooth processing
624,217,5897,3019,Kyle Flores,9034,06A,305,Jasmine Cruz,CHECK_IN,2025-03-02 15:25:00,EXPIRED,TRUE,FALSE,0,,3,,Authorization expired
625,170,6167,2517,Juan Bianchi,9252,14F,302,Carlos Mendoza,CHECK_OUT,2025-03-06 5:31:00,VALID,TRUE,FALSE,0,,2,QNE-8950,Smooth processing
626,191,5246,2146,Rina Lim,9272,14F,302,Carlos Mendoza,CHECK_OUT,2025-03-06 23:52:00,REVOKED,TRUE,FALSE,0,,0,,Access revoked by admin
627,226,5245,2680,Mark Gomez,9207,19F,304,Daniel Ramos,CHECK_OUT,2025-03-10 0:14:00,VALID,TRUE,TRUE,1,1 backpack,0,IPC-2463,Late arrival
628,189,5168,2696,Trisha Gomez,9269,09A,305,Jasmine Cruz,CHECK_IN,2025-03-14 0:15:00,VALID,TRUE,TRUE,1,1 small suitcase,3,,No printed authorization form
629,117,5354,2387,Rina Villanueva,9094,18B,303,Rica Lopez,CHECK_IN,2025-03-04 20:28:00,VALID,TRUE,FALSE,0,,0,FQE-7090,No luggage
630,179,5597,2221,Jasmine Bautista,9266,06A,304,Daniel Ramos,CHECK_IN,2025-03-04 20:47:00,NOT_FOUND,FALSE,FALSE,0,,0,MZO-1815,QR not recognized
631,163,5749,2290,Miguel Villanueva,9097,13A,303,Rica Lopez,CHECK_IN,2025-03-12 6:22:00,VALID,FALSE,FALSE,0,,0,,No luggage
632,182,6080,3154,Kyle Sy,9268,13E,302,Carlos Mendoza,CHECK_IN,2025-03-04 9:59:00,VALID,TRUE,FALSE,0,,0,CPA-7158,Manual review required
633,199,5627,3020,Mae Reyes,9271,02B,301,Maria Santos,CHECK_IN,2025-03-14 16:50:00,VALID,TRUE,TRUE,3,3 duffel bags,1,,ID verified at desk
634,198,5386,2721,Gab Reyes,9223,24E,305,Jasmine Cruz,CHECK_OUT,2025-03-12 21:50:00,VALID,TRUE,FALSE,0,,2,WKC-3739,Smooth processing
635,111,5782,2422,Liza Mendoza,9003,08F,303,Rica Lopez,CHECK_OUT,2025-03-10 4:56:00,VALID,TRUE,FALSE,0,,2,TVI-6943,ID verified at desk
636,204,5021,2852,Nina Navarro,9143,07D,303,Rica Lopez,CHECK_OUT,2025-03-10 7:58:00,VALID,TRUE,TRUE,2,2 small suitcases,0,,Manual review required
637,117,5376,3100,Carlo Bautista,9132,22F,304,Daniel Ramos,CHECK_IN,2025-03-07 20:26:00,VALID,TRUE,TRUE,1,1 laptop bag,0,CRP-3280,Manual review required
638,222,5224,2229,Miguel Reyes,9199,06A,301,Maria Santos,CHECK_IN,2025-03-09 18:33:00,VALID,TRUE,FALSE,0,,2,XKB-9025,ID verified at desk
639,144,5718,2947,Sarah Reyes,9201,13B,303,Rica Lopez,CHECK_IN,2025-03-06 11:00:00,VALID,TRUE,FALSE,0,,0,CHT-8482,With companions
640,240,5651,2117,Liza Lim,9210,17E,301,Maria Santos,CHECK_OUT,2025-03-05 4:47:00,VALID,TRUE,TRUE,1,1 duffel bag,4,,Smooth processing
641,199,6162,2246,Miguel Reyes,9289,18A,301,Maria Santos,CHECK_OUT,2025-03-12 4:11:00,REVOKED,TRUE,TRUE,4,4 laptop bags,0,,Access revoked by admin
642,225,5513,2707,Trisha Villanueva,9079,15E,303,Rica Lopez,CHECK_IN,2025-03-07 20:39:00,VALID,TRUE,FALSE,0,,0,LXA-6420,Manual review required
643,205,6109,2465,Rafael Tan,9181,07D,304,Daniel Ramos,CHECK_OUT,2025-03-11 19:32:00,VALID,TRUE,TRUE,3,3 backpacks,4,,Late arrival
644,162,5445,2392,Kyle Cruz,9187,15E,304,Daniel Ramos,CHECK_IN,2025-03-08 7:36:00,VALID,TRUE,TRUE,4,4 backpacks,0,TNB-3358,With companions
645,198,6060,2885,John Garcia,9013,23B,304,Daniel Ramos,CHECK_IN,2025-03-05 6:07:00,VALID,TRUE,FALSE,0,,4,ZGE-6573,With companions
646,224,5648,3087,Ana Gomez,9034,03A,301,Maria Santos,CHECK_OUT,2025-03-02 12:48:00,VALID,TRUE,FALSE,0,,0,GJC-5959,Manual review required
647,221,5694,2359,Mae Mendoza,9052,18B,302,Carlos Mendoza,CHECK_IN,2025-03-04 0:41:00,VALID,TRUE,TRUE,4,4 duffel bags,0,HDV-2710,With companions
648,197,5969,2777,Angelo Bautista,9011,19F,303,Rica Lopez,CHECK_OUT,2025-03-14 15:25:00,VALID,TRUE,TRUE,4,4 duffel bags,0,CLC-2294,Vehicle info recorded
649,138,5228,2404,Carlo Mendoza,9043,12E,304,Daniel Ramos,CHECK_IN,2025-03-14 18:23:00,VALID,TRUE,FALSE,0,,3,APK-2034,ID verified at desk
650,214,5887,2692,Ana Santos,9235,22A,303,Rica Lopez,CHECK_IN,2025-03-04 7:21:00,EXPIRED,FALSE,TRUE,1,1 backpack,0,MMB-4655,Authorization expired
651,231,5870,2834,Carlo Tan,9178,24C,305,Jasmine Cruz,CHECK_IN,2025-03-07 17:48:00,VALID,FALSE,FALSE,0,,3,DAZ-2131,With companions
652,195,5134,2316,Kyle Torres,9045,03A,301,Maria Santos,CHECK_OUT,2025-03-09 2:18:00,EXPIRED,TRUE,TRUE,4,4 duffel bags,0,DTD-0231,Authorization expired
653,147,5188,2188,Juan Flores,9120,07A,301,Maria Santos,CHECK_IN,2025-03-13 9:05:00,VALID,FALSE,FALSE,0,,0,PJX-9072,Smooth processing
654,120,5361,2405,Paolo Tan,9278,19B,301,Maria Santos,CHECK_OUT,2025-03-03 1:23:00,VALID,FALSE,FALSE,0,,4,SJT-6843,Vehicle info recorded
655,164,5707,2494,Bea Dela Cruz,9129,10B,301,Maria Santos,CHECK_IN,2025-03-12 13:44:00,VALID,TRUE,FALSE,0,,0,,Manual review required
656,103,5181,2653,Kyle Ramos,9034,19C,303,Rica Lopez,CHECK_IN,2025-03-12 6:23:00,VALID,TRUE,TRUE,2,2 large suitcases,0,,No printed authorization form
657,204,5953,2946,Carlo Navarro,9238,15D,302,Carlos Mendoza,CHECK_IN,2025-03-10 2:34:00,VALID,TRUE,TRUE,3,3 laptop bags,0,MLA-6229,With companions
658,155,5195,2034,Rafael Villanueva,9077,09C,302,Carlos Mendoza,CHECK_IN,2025-03-10 6:12:00,VALID,FALSE,FALSE,0,,2,XPN-6270,No printed authorization form
659,127,5138,2663,Angelo Bianchi,9149,05B,305,Jasmine Cruz,CHECK_OUT,2025-03-06 6:11:00,VALID,TRUE,TRUE,2,2 backpacks,0,NTD-9284,No printed authorization form
660,195,5263,2757,Kyle Villanueva,9033,01D,303,Rica Lopez,CHECK_IN,2025-03-06 2:23:00,REVOKED,TRUE,FALSE,0,,0,PZI-8595,Access revoked by admin
661,149,5261,2660,Kyle Torres,9122,08D,305,Jasmine Cruz,CHECK_IN,2025-03-01 18:35:00,VALID,FALSE,TRUE,2,2 boxs,4,XIC-7634,With companions
662,193,5121,2971,Miguel Torres,9002,11C,305,Jasmine Cruz,CHECK_IN,2025-03-04 15:48:00,VALID,FALSE,TRUE,3,3 boxs,0,,Late arrival
663,130,5606,2125,Sarah Aquino,9259,10B,304,Daniel Ramos,CHECK_IN,2025-03-01 13:57:00,VALID,TRUE,TRUE,1,1 duffel bag,0,LOY-2768,With companions
664,213,5644,2221,Paolo Garcia,9142,07F,305,Jasmine Cruz,CHECK_IN,2025-03-05 0:57:00,VALID,TRUE,TRUE,1,1 hand carry,4,KXM-8065,Vehicle info recorded
665,145,5669,2071,Mae Lopez,9290,25E,301,Maria Santos,CHECK_OUT,2025-03-02 14:30:00,VALID,TRUE,TRUE,1,1 large suitcase,2,HCY-5551,Vehicle info recorded
666,187,5143,3009,Rafael Sy,9032,17D,304,Daniel Ramos,CHECK_OUT,2025-03-13 19:20:00,VALID,FALSE,TRUE,1,1 hand carry,0,HBU-8003,Manual review required
667,110,5087,2449,Miguel Tan,9071,17C,303,Rica Lopez,CHECK_IN,2025-03-10 8:09:00,VALID,TRUE,TRUE,4,4 boxs,2,GHS-7051,No printed authorization form
668,230,5337,2814,Sarah Tan,9275,01F,305,Jasmine Cruz,CHECK_IN,2025-03-13 23:47:00,VALID,TRUE,FALSE,0,,0,GKI-6147,Smooth processing
669,214,6049,2831,Sarah Bautista,9058,02D,301,Maria Santos,CHECK_OUT,2025-03-06 0:16:00,VALID,TRUE,FALSE,0,,0,SJL-7039,ID verified at desk
670,155,6047,2049,Mae Dela Cruz,9111,06C,302,Carlos Mendoza,CHECK_IN,2025-03-10 4:12:00,VALID,TRUE,TRUE,2,2 laptop bags,0,ZVH-1910,Smooth processing
671,112,5023,2562,Juan Mendoza,9228,13F,305,Jasmine Cruz,CHECK_OUT,2025-03-03 13:06:00,VALID,TRUE,TRUE,4,4 duffel bags,0,,Vehicle info recorded
672,105,5610,2072,Liza Mendoza,9073,09D,302,Carlos Mendoza,CHECK_IN,2025-03-02 0:35:00,EXPIRED,FALSE,TRUE,1,1 small suitcase,0,SWR-4409,Authorization expired
673,222,5130,2314,Sarah Lim,9204,22D,301,Maria Santos,CHECK_IN,2025-03-11 4:11:00,VALID,TRUE,FALSE,0,,0,,No luggage
674,171,5577,2982,Sarah Santos,9013,22C,302,Carlos Mendoza,CHECK_IN,2025-03-11 12:39:00,VALID,FALSE,TRUE,4,4 boxs,0,HWX-0451,No printed authorization form
675,216,5968,3116,John Ramos,9191,24E,305,Jasmine Cruz,CHECK_IN,2025-03-09 5:23:00,VALID,TRUE,TRUE,3,3 hand carrys,4,NLN-1942,No printed authorization form
676,191,5956,2924,Gab Bautista,9022,11E,302,Carlos Mendoza,CHECK_IN,2025-03-13 15:01:00,VALID,TRUE,FALSE,0,,0,ZGW-6161,Smooth processing
677,233,5213,3179,Juan Santos,9282,22B,302,Carlos Mendoza,CHECK_OUT,2025-03-08 22:53:00,VALID,TRUE,FALSE,0,,0,QVM-3956,No luggage
678,157,5930,2319,Sarah Dela Cruz,9259,04D,302,Carlos Mendoza,CHECK_OUT,2025-03-08 7:25:00,VALID,TRUE,FALSE,0,,0,,Late arrival
679,106,5034,2064,Mae Gomez,9107,06F,301,Maria Santos,CHECK_IN,2025-03-11 15:10:00,REVOKED,TRUE,TRUE,4,4 small suitcases,0,MLG-4699,Access revoked by admin
680,222,5086,3007,Ana Villanueva,9164,12A,303,Rica Lopez,CHECK_OUT,2025-03-10 1:34:00,VALID,TRUE,TRUE,3,3 duffel bags,0,,Smooth processing
681,224,5178,2973,Paolo Sy,9048,03B,301,Maria Santos,CHECK_IN,2025-03-09 0:15:00,VALID,FALSE,TRUE,3,3 boxs,0,GTN-1029,Smooth processing
682,229,5911,2142,Bea Bautista,9238,09F,305,Jasmine Cruz,CHECK_IN,2025-03-13 12:32:00,VALID,TRUE,FALSE,0,,0,OJF-0495,Vehicle info recorded
683,128,5318,2158,Sarah Villanueva,9249,08A,304,Daniel Ramos,CHECK_OUT,2025-03-05 8:27:00,VALID,TRUE,TRUE,3,3 hand carrys,0,HWO-1122,With companions
684,244,5049,2898,Angelo Ramos,9221,01F,305,Jasmine Cruz,CHECK_OUT,2025-03-09 17:08:00,VALID,TRUE,TRUE,3,3 laptop bags,0,CCI-5768,Late arrival
685,135,5248,2050,John Lim,9293,06F,302,Carlos Mendoza,CHECK_IN,2025-03-13 18:08:00,VALID,TRUE,TRUE,2,2 boxs,0,HGE-4260,No printed authorization form
686,115,6045,2025,Liza Aquino,9137,19E,301,Maria Santos,CHECK_IN,2025-03-04 10:51:00,VALID,TRUE,TRUE,2,2 large suitcases,0,GDF-6881,With companions
687,132,6045,2298,Mark Villanueva,9263,03E,302,Carlos Mendoza,CHECK_IN,2025-03-10 17:49:00,VALID,TRUE,TRUE,3,3 laptop bags,4,,No printed authorization form
688,201,5057,2395,Jasmine Navarro,9231,20B,302,Carlos Mendoza,CHECK_IN,2025-03-12 22:16:00,EXPIRED,TRUE,FALSE,0,,3,CNT-0618,Authorization expired
689,121,5299,2082,Jasmine Santos,9202,09D,303,Rica Lopez,CHECK_IN,2025-03-13 12:20:00,VALID,FALSE,FALSE,0,,0,YWS-8999,With companions
690,220,5691,2187,Angelo Lopez,9273,17E,301,Maria Santos,CHECK_IN,2025-03-07 10:28:00,REVOKED,FALSE,FALSE,0,,3,SGL-4358,Access revoked by admin
691,205,5571,2541,Rina Flores,9097,25E,302,Carlos Mendoza,CHECK_OUT,2025-03-08 1:07:00,VALID,TRUE,FALSE,0,,0,,Manual review required
692,248,6066,2356,Liza Mendoza,9127,07E,303,Rica Lopez,CHECK_IN,2025-03-12 15:24:00,VALID,TRUE,FALSE,0,,0,KEI-9141,Vehicle info recorded
693,240,5806,2007,Mark Cruz,9131,16D,305,Jasmine Cruz,CHECK_IN,2025-03-07 15:19:00,VALID,TRUE,TRUE,4,4 duffel bags,0,PNM-5122,No luggage
694,192,5112,2085,Mark Santos,9056,18E,303,Rica Lopez,CHECK_IN,2025-03-03 12:22:00,EXPIRED,TRUE,TRUE,1,1 small suitcase,3,HHH-9994,Authorization expired
695,241,5725,2485,Kevin Dela Cruz,9284,19C,302,Carlos Mendoza,CHECK_IN,2025-03-10 1:19:00,VALID,TRUE,FALSE,0,,3,DDH-6337,With companions
696,144,5452,2573,Liza Dela Cruz,9123,22C,304,Daniel Ramos,CHECK_IN,2025-03-14 23:31:00,VALID,TRUE,TRUE,1,1 laptop bag,0,XMT-6084,Late arrival
697,225,5895,3074,Carlo Lopez,9011,16E,305,Jasmine Cruz,CHECK_IN,2025-03-11 9:29:00,VALID,TRUE,FALSE,0,,0,MFZ-6335,No printed authorization form
698,203,5562,2510,Mae Torres,9195,20D,301,Maria Santos,CHECK_OUT,2025-03-14 3:38:00,VALID,TRUE,TRUE,1,1 laptop bag,0,APN-7616,ID verified at desk
699,189,5469,2552,Jasmine Santos,9246,06B,302,Carlos Mendoza,CHECK_OUT,2025-03-13 2:26:00,VALID,FALSE,FALSE,0,,0,YHC-2198,Smooth processing
700,164,5163,3076,Paolo Garcia,9077,10B,304,Daniel Ramos,CHECK_IN,2025-03-05 13:35:00,VALID,TRUE,TRUE,2,2 hand carrys,1,ZZX-2487,Vehicle info recorded
701,142,5484,2036,Sarah Bianchi,9040,03A,303,Rica Lopez,CHECK_OUT,2025-03-05 9:36:00,VALID,TRUE,FALSE,0,,0,,With companions
702,162,5018,2667,John Santos,9263,01E,305,Jasmine Cruz,CHECK_OUT,2025-03-10 7:04:00,VALID,TRUE,TRUE,2,2 large suitcases,0,SZI-7372,No luggage
703,163,5332,2087,Mark Navarro,9070,01C,304,Daniel Ramos,CHECK_IN,2025-03-12 11:34:00,VALID,TRUE,TRUE,4,4 boxs,0,QLZ-9964,Vehicle info recorded
704,142,6031,3024,Kevin Reyes,9106,03E,303,Rica Lopez,CHECK_OUT,2025-03-03 23:05:00,VALID,TRUE,TRUE,3,3 small suitcases,2,GNY-2792,ID verified at desk
705,201,5501,2292,Juan Torres,9225,09D,304,Daniel Ramos,CHECK_IN,2025-03-11 22:03:00,VALID,TRUE,TRUE,1,1 large suitcase,0,DJL-0576,Vehicle info recorded
706,119,5603,2727,Bea Sy,9245,02D,301,Maria Santos,CHECK_IN,2025-03-05 17:39:00,VALID,TRUE,TRUE,1,1 large suitcase,0,BAQ-3850,Manual review required
707,203,5685,2943,Jasmine Bianchi,9168,10C,301,Maria Santos,CHECK_OUT,2025-03-14 15:49:00,VALID,TRUE,TRUE,1,1 duffel bag,0,SQC-2657,ID verified at desk
708,136,5292,2403,Mark Bianchi,9197,09D,302,Carlos Mendoza,CHECK_IN,2025-03-08 5:25:00,VALID,TRUE,TRUE,2,2 laptop bags,0,NRS-4301,With companions
709,109,5544,2989,Mark Torres,9240,06F,304,Daniel Ramos,CHECK_IN,2025-03-11 19:00:00,VALID,TRUE,FALSE,0,,0,ISR-8558,With companions
710,250,6066,2572,Rina Torres,9116,01D,304,Daniel Ramos,CHECK_IN,2025-03-12 21:53:00,VALID,FALSE,FALSE,0,,3,IDE-8333,Manual review required
711,139,5202,3111,Bea Ramos,9212,24D,304,Daniel Ramos,CHECK_IN,2025-03-08 3:20:00,VALID,TRUE,TRUE,1,1 hand carry,1,NEN-7055,No luggage
712,178,5483,2997,Angelo Navarro,9110,13D,302,Carlos Mendoza,CHECK_IN,2025-03-15 5:27:00,VALID,TRUE,FALSE,0,,0,DCC-0286,Manual review required
713,123,5312,2106,Juan Villanueva,9091,02B,303,Rica Lopez,CHECK_OUT,2025-03-09 16:18:00,VALID,FALSE,FALSE,0,,0,,With companions
714,179,5677,2205,Ana Chua,9043,02E,301,Maria Santos,CHECK_OUT,2025-03-05 16:59:00,VALID,FALSE,FALSE,0,,0,JTQ-1942,No luggage
715,218,5533,2323,Bea Gomez,9255,20B,303,Rica Lopez,CHECK_IN,2025-03-09 0:57:00,VALID,TRUE,FALSE,0,,0,JUW-6634,No printed authorization form
716,153,5493,2945,Kevin Tan,9019,03A,305,Jasmine Cruz,CHECK_OUT,2025-03-04 16:39:00,VALID,TRUE,TRUE,1,1 backpack,0,SHW-7661,ID verified at desk
717,153,5970,2070,Jasmine Bautista,9201,07C,301,Maria Santos,CHECK_IN,2025-03-07 1:43:00,VALID,FALSE,TRUE,4,4 hand carrys,0,EKX-6592,Smooth processing
718,142,5514,2852,Mark Villanueva,9172,05A,302,Carlos Mendoza,CHECK_IN,2025-03-15 1:49:00,VALID,TRUE,TRUE,2,2 laptop bags,1,WKZ-9550,No luggage
719,223,6027,2414,Sarah Tan,9171,22F,305,Jasmine Cruz,CHECK_IN,2025-03-10 5:22:00,EXPIRED,FALSE,FALSE,0,,0,XZB-7984,Authorization expired
720,237,5935,2092,Mae Lopez,9010,14E,301,Maria Santos,CHECK_IN,2025-03-10 19:52:00,EXPIRED,FALSE,FALSE,0,,3,HOI-4039,Authorization expired
721,165,5809,2544,Juan Aquino,9118,02B,304,Daniel Ramos,CHECK_IN,2025-03-01 9:13:00,VALID,FALSE,FALSE,0,,4,,ID verified at desk
722,113,6018,3189,Sarah Sy,9283,10A,302,Carlos Mendoza,CHECK_OUT,2025-03-10 4:27:00,VALID,TRUE,TRUE,2,2 small suitcases,0,,Late arrival
723,222,5043,2204,Kevin Santos,9087,22C,303,Rica Lopez,CHECK_IN,2025-03-11 0:53:00,VALID,TRUE,TRUE,3,3 backpacks,0,UCC-2103,No luggage
724,169,5367,2233,Trisha Lopez,9063,17E,304,Daniel Ramos,CHECK_IN,2025-03-12 6:49:00,VALID,TRUE,TRUE,1,1 backpack,2,IXA-9112,With companions
725,187,5329,3070,Gab Cruz,9246,25F,303,Rica Lopez,CHECK_IN,2025-03-10 4:35:00,VALID,TRUE,FALSE,0,,0,FGT-7913,Manual review required
726,242,5938,2794,Carlo Ramos,9102,02A,304,Daniel Ramos,CHECK_IN,2025-03-14 7:48:00,VALID,FALSE,FALSE,0,,0,AKO-1219,No luggage
727,134,5970,3013,Gab Sy,9175,04E,301,Maria Santos,CHECK_OUT,2025-03-08 13:09:00,VALID,TRUE,TRUE,1,1 hand carry,3,EWI-6245,Vehicle info recorded
728,119,6088,2746,Mark Villanueva,9158,24C,304,Daniel Ramos,CHECK_IN,2025-03-07 19:43:00,VALID,TRUE,FALSE,0,,0,DLD-1455,No luggage
729,146,6181,2435,Kyle Lim,9119,02C,303,Rica Lopez,CHECK_OUT,2025-03-13 20:29:00,VALID,FALSE,TRUE,3,3 boxs,0,,Vehicle info recorded
730,110,5639,2861,Mark Lopez,9138,24A,302,Carlos Mendoza,CHECK_IN,2025-03-14 17:17:00,VALID,FALSE,TRUE,3,3 laptop bags,0,SRZ-3152,With companions
731,245,5213,2035,Angelo Cruz,9065,06F,305,Jasmine Cruz,CHECK_IN,2025-03-10 14:46:00,VALID,TRUE,TRUE,2,2 laptop bags,0,,Late arrival
732,199,5395,3081,Mae Ramos,9070,13E,304,Daniel Ramos,CHECK_OUT,2025-03-07 21:06:00,VALID,TRUE,FALSE,0,,0,TPA-1693,ID verified at desk
733,132,6181,2378,Kyle Gomez,9128,05F,301,Maria Santos,CHECK_IN,2025-03-07 0:31:00,VALID,TRUE,FALSE,0,,2,DSA-3106,No luggage
734,187,5423,2916,Kevin Tan,9064,12C,304,Daniel Ramos,CHECK_IN,2025-03-13 3:22:00,VALID,TRUE,TRUE,2,2 large suitcases,0,,Late arrival
735,225,6002,2561,Nina Reyes,9130,01D,304,Daniel Ramos,CHECK_IN,2025-03-02 16:32:00,VALID,TRUE,TRUE,1,1 backpack,3,,Smooth processing
736,221,6085,2134,Kyle Garcia,9179,10F,302,Carlos Mendoza,CHECK_IN,2025-03-07 14:31:00,VALID,FALSE,TRUE,4,4 large suitcases,0,,Late arrival
737,224,5788,2449,Gab Aquino,9075,04C,303,Rica Lopez,CHECK_IN,2025-03-03 13:58:00,VALID,TRUE,FALSE,0,,0,,No luggage
738,161,5580,2517,Miguel Sy,9295,17B,304,Daniel Ramos,CHECK_OUT,2025-03-01 9:50:00,VALID,TRUE,FALSE,0,,0,KAP-3214,Vehicle info recorded
739,164,5557,2409,Rafael Bianchi,9290,19C,301,Maria Santos,CHECK_IN,2025-03-05 19:11:00,EXPIRED,TRUE,FALSE,0,,0,RKP-3680,Authorization expired
740,119,5212,3158,Kevin Torres,9211,02B,304,Daniel Ramos,CHECK_IN,2025-03-02 23:39:00,VALID,FALSE,TRUE,2,2 large suitcases,0,,No luggage
741,109,5526,2024,Kyle Flores,9062,09F,305,Jasmine Cruz,CHECK_OUT,2025-03-06 2:11:00,VALID,FALSE,FALSE,0,,3,RXU-3074,With companions
742,101,6003,2444,Nina Lopez,9052,03E,305,Jasmine Cruz,CHECK_IN,2025-03-14 10:23:00,VALID,TRUE,TRUE,3,3 hand carrys,0,AXD-9043,With companions
743,140,5480,2093,John Cruz,9108,07B,303,Rica Lopez,CHECK_IN,2025-03-11 13:28:00,VALID,TRUE,TRUE,2,2 backpacks,0,JVN-2127,Vehicle info recorded
744,101,5351,2768,Ana Sy,9090,22D,301,Maria Santos,CHECK_IN,2025-03-04 22:02:00,VALID,TRUE,TRUE,2,2 duffel bags,0,QWR-8995,Manual review required
745,140,6092,3162,Sarah Garcia,9218,06E,304,Daniel Ramos,CHECK_IN,2025-03-07 6:07:00,VALID,FALSE,FALSE,0,,0,,ID verified at desk
746,196,6097,2953,Mark Chua,9060,23B,301,Maria Santos,CHECK_IN,2025-03-13 11:23:00,REVOKED,TRUE,TRUE,2,2 small suitcases,0,HZE-3089,Access revoked by admin
747,239,5152,2495,Gab Sy,9043,11E,305,Jasmine Cruz,CHECK_IN,2025-03-07 6:37:00,VALID,TRUE,TRUE,4,4 laptop bags,0,,Late arrival
748,122,6061,2303,Rina Garcia,9037,14F,305,Jasmine Cruz,CHECK_IN,2025-03-08 15:46:00,VALID,TRUE,FALSE,0,,1,YAY-0015,With companions
749,249,5167,2170,Sarah Villanueva,9051,15E,303,Rica Lopez,CHECK_IN,2025-03-15 2:20:00,VALID,TRUE,TRUE,4,4 duffel bags,3,IFC-8299,Manual review required
750,173,6006,3070,Mark Tan,9090,25C,305,Jasmine Cruz,CHECK_OUT,2025-03-02 7:11:00,VALID,TRUE,TRUE,4,4 small suitcases,1,,ID verified at desk
751,162,5774,2708,Carlo Lim,9186,24E,303,Rica Lopez,CHECK_IN,2025-03-10 13:17:00,VALID,TRUE,TRUE,3,3 boxs,3,BLJ-2960,Smooth processing
752,220,5109,2833,Sarah Torres,9211,20E,305,Jasmine Cruz,CHECK_IN,2025-03-09 9:55:00,VALID,TRUE,FALSE,0,,0,QFE-1040,No luggage
753,200,5518,3083,Liza Sy,9271,24A,303,Rica Lopez,CHECK_OUT,2025-03-07 5:15:00,REVOKED,TRUE,TRUE,4,4 laptop bags,0,,Access revoked by admin
754,149,5775,2385,Bea Lim,9205,09B,302,Carlos Mendoza,CHECK_OUT,2025-03-04 13:16:00,VALID,TRUE,TRUE,2,2 boxs,0,XJN-4203,Vehicle info recorded
755,133,5755,3083,Nina Cruz,9054,10C,301,Maria Santos,CHECK_IN,2025-03-02 6:16:00,VALID,TRUE,FALSE,0,,0,YLY-4026,Late arrival
756,194,5697,3114,John Mendoza,9099,24A,301,Maria Santos,CHECK_IN,2025-03-08 8:03:00,VALID,TRUE,TRUE,1,1 hand carry,1,RWQ-8245,With companions
